"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 05 01:17:45 GMT 56412","Tue Jun 05 01:17:45 GMT 56412","233","","Gonkey","","Gonkey","Test APOD endpoint with minimal data","Test APOD endpoint with minimal data","Test GET /planetary/apod with minimal data"
"passed","Tue Jun 05 01:08:58 GMT 56412","Tue Jun 05 01:08:58 GMT 56412","217","","Gonkey","","Gonkey","Test endpoint with valid API key","Test endpoint with valid API key","Test GET /planetary/apod with a valid API key"
"passed","Tue Jun 05 01:15:02 GMT 56412","Tue Jun 05 01:15:02 GMT 56412","187","","Gonkey","","Gonkey","Test APOD endpoint with lower boundary date","Test APOD endpoint with lower boundary date","Test GET /planetary/apod with lower boundary date"
"passed","Tue Jun 05 01:24:17 GMT 56412","Tue Jun 05 01:24:18 GMT 56412","185","","Gonkey","","Gonkey","Test APOD endpoint with upper boundary date","Test APOD endpoint with upper boundary date","Test GET /planetary/apod with upper boundary date"
"passed","Tue Jun 05 01:10:32 GMT 56412","Tue Jun 05 01:10:33 GMT 56412","269","","Gonkey","","Gonkey","Test APOD endpoint with missing API key","Test APOD endpoint with missing API key","Test GET /planetary/apod with a missing API key"
"passed","Tue Jun 05 01:12:13 GMT 56412","Tue Jun 05 01:12:14 GMT 56412","168","","Gonkey","","Gonkey","Test APOD endpoint with invalid API key","Test APOD endpoint with invalid API key","Test GET /planetary/apod with an invalid API key"
"passed","Tue Jun 05 01:21:27 GMT 56412","Tue Jun 05 01:21:28 GMT 56412","153","","Gonkey","","Gonkey","Test APOD endpoint with no data available for date","Test APOD endpoint with no data available for date","Test GET /planetary/apod with no data available for date"
